Location,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Driver_Age,Driver_Gender,License_Type,Penalty_Points,Weather_Condition,Road_Condition,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Previous_Violations,day_of_week,hour,Violation_Type
Tamil Nadu,Scooter,Grey,2000,Maharashtra,64,Male,Learner,1,Cloudy,Under Construction,Suspended,4,Yes,,Red,30,117,0.29,Negative,Yes,4,0,16,Driving Without License
Uttar Pradesh,Truck,Grey,2013,Tamil Nadu,27,Other,Heavy Vehicle,5,Cloudy,Slippery,Suspended,4,No,No,Red,100,57,0.42,Negative,No,4,5,10,Drunk Driving
Uttar Pradesh,Scooter,Red,2022,Maharashtra,66,Other,Two-Wheeler,7,Foggy,Dry,Expired,5,,Yes,Red,100,38,0.48,Positive,Yes,3,4,11,Wrong Parking
Delhi,Auto Rickshaw,Grey,1996,Gujarat,75,Female,Two-Wheeler,1,Dust Storm,Potholes,Suspended,2,Yes,Yes,Yellow,80,87,0.24,Not Conducted,No,0,2,5,Over-speeding
Uttar Pradesh,Auto Rickshaw,Red,2016,Gujarat,44,Other,Commercial,7,Clear,Slippery,Valid,5,Yes,No,Yellow,50,29,0.42,Negative,No,0,2,5,No Seatbelt
West Bengal,Bus,Blue,1995,Punjab,19,Male,Four-Wheeler,3,Foggy,Wet,Valid,5,No,,Yellow,60,46,0.5,Positive,No,4,2,0,No Helmet
Delhi,Truck,Blue,2014,Delhi,65,Female,Two-Wheeler,7,Dust Storm,Dry,Valid,5,No,Yes,Green,100,104,0.21,Positive,Yes,5,2,2,Overloading
Tamil Nadu,Truck,Red,2001,Karnataka,74,Other,Heavy Vehicle,5,Rainy,Under Construction,Suspended,2,Yes,Yes,Red,30,33,0.41,Negative,No,5,4,22,No Helmet
West Bengal,Car,Black,2022,Karnataka,61,Other,Heavy Vehicle,7,Dust Storm,Dry,Suspended,2,Yes,,Red,100,97,0.08,Negative,Yes,5,0,19,Drunk Driving
Maharashtra,Auto Rickshaw,Green,2020,Delhi,44,Female,Heavy Vehicle,4,Clear,Potholes,Valid,2,Yes,No,Green,80,114,0.35,Negative,No,1,4,10,Using Mobile Phone
Delhi,Bike,Grey,2021,Delhi,60,Male,Commercial,0,Dust Storm,Wet,Suspended,2,Yes,Yes,Yellow,60,85,0.39,Positive,No,5,5,11,Over-speeding
Maharashtra,Truck,Green,2011,Punjab,27,Female,Learner,5,Clear,Wet,Valid,4,,,Red,30,55,0.25,Positive,Yes,4,1,10,Overloading
Tamil Nadu,Auto Rickshaw,Green,2017,Gujarat,32,Male,Heavy Vehicle,7,Clear,Dry,Expired,5,Yes,Yes,Red,50,77,0.18,Positive,Yes,4,2,7,No Seatbelt
Gujarat,Bike,Red,2007,Punjab,44,Male,Two-Wheeler,5,Rainy,Potholes,Valid,5,,Yes,Yellow,30,98,0.18,Negative,Yes,4,5,5,Driving Without License
Delhi,Car,Red,2012,Uttar Pradesh,66,Other,Learner,7,Rainy,Slippery,Valid,1,No,Yes,Red,50,62,0.5,Negative,Yes,1,3,1,Signal Jumping
Gujarat,Bus,Silver,2015,West Bengal,60,Female,Learner,6,Clear,Slippery,Expired,1,Yes,No,Yellow,80,56,0.41,Negative,No,4,6,13,Overloading
Delhi,Car,Red,1997,Karnataka,55,Male,Learner,8,Foggy,Wet,Expired,1,,Yes,Yellow,30,36,0.45,Not Conducted,No,0,3,11,Wrong Parking
Maharashtra,Bus,White,2005,Tamil Nadu,70,Male,Two-Wheeler,0,Cloudy,Wet,Valid,5,,Yes,Yellow,80,46,0.31,Negative,No,0,3,15,Signal Jumping
Gujarat,Car,Silver,2020,Karnataka,32,Female,Four-Wheeler,0,Foggy,Potholes,Suspended,4,Yes,No,Green,50,47,0.19,Not Conducted,Yes,0,5,20,Wrong Parking
Gujarat,Scooter,Grey,2000,Karnataka,45,Other,Two-Wheeler,2,Cloudy,Under Construction,Suspended,3,,,Green,100,23,0.14,Positive,No,3,6,0,Overloading
Uttar Pradesh,Truck,White,2014,Karnataka,74,Female,Heavy Vehicle,6,Cloudy,Wet,Expired,3,,Yes,Yellow,80,47,0.2,Not Conducted,Yes,2,4,19,Driving Without License
Punjab,Bus,Black,2004,Punjab,75,Female,Learner,4,Cloudy,Slippery,Expired,3,Yes,,Red,60,55,0.32,Not Conducted,Yes,0,6,5,Over-speeding
Punjab,Scooter,White,2006,Karnataka,32,Female,Commercial,2,Dust Storm,Wet,Expired,1,Yes,No,Red,100,72,0.25,Positive,Yes,2,2,9,Over-speeding
Uttar Pradesh,Bus,Black,2020,Gujarat,52,Female,Heavy Vehicle,2,Dust Storm,Wet,Expired,1,,No,Green,60,80,0.2,Not Conducted,No,3,5,12,Over-speeding
Delhi,Bus,Black,2017,Karnataka,50,Female,Learner,2,Clear,Potholes,Valid,1,No,No,Red,60,32,0.12,Positive,No,4,0,16,Wrong Parking
West Bengal,Auto Rickshaw,White,2017,Uttar Pradesh,54,Female,Learner,7,Cloudy,Dry,Suspended,5,Yes,Yes,Yellow,50,42,0.05,Negative,Yes,2,4,15,Wrong Parking
West Bengal,Bus,Yellow,1998,Uttar Pradesh,40,Female,Four-Wheeler,6,Clear,Slippery,Suspended,4,No,,Green,50,79,0.3,Not Conducted,No,2,0,1,Wrong Parking
Karnataka,Scooter,Green,2001,Maharashtra,53,Other,Heavy Vehicle,9,Clear,Under Construction,Suspended,2,Yes,,Yellow,30,35,0.5,Not Conducted,Yes,0,0,22,Over-speeding
West Bengal,Bike,Blue,2003,Tamil Nadu,61,Other,Learner,8,Rainy,Dry,Suspended,5,No,,Green,50,77,0.44,Negative,Yes,5,3,20,Wrong Parking
Uttar Pradesh,Truck,Blue,2015,Punjab,45,Male,Commercial,8,Clear,Slippery,Valid,1,No,No,Red,30,60,0.12,Not Conducted,Yes,2,0,2,No Seatbelt
Gujarat,Bus,Grey,2023,Gujarat,53,Other,Heavy Vehicle,4,Rainy,Potholes,Valid,2,No,,Green,80,84,0.07,Not Conducted,Yes,4,2,20,Using Mobile Phone
Tamil Nadu,Car,Grey,2020,Punjab,30,Female,Heavy Vehicle,4,Clear,Dry,Expired,1,,No,Red,60,72,0.08,Negative,Yes,0,4,5,Drunk Driving
Delhi,Car,Blue,2014,Maharashtra,23,Other,Two-Wheeler,1,Dust Storm,Slippery,Expired,1,,Yes,Yellow,40,75,0.01,Positive,No,2,4,15,Drunk Driving
West Bengal,Scooter,Green,2012,Uttar Pradesh,26,Female,Heavy Vehicle,9,Rainy,Wet,Valid,3,No,Yes,Red,50,100,0.01,Positive,Yes,4,0,15,Signal Jumping
Delhi,Bike,Blue,1999,Uttar Pradesh,69,Female,Two-Wheeler,0,Foggy,Potholes,Expired,3,No,,Yellow,30,115,0.33,Positive,Yes,4,5,17,Wrong Parking
Uttar Pradesh,Car,Blue,2023,Delhi,61,Other,Heavy Vehicle,4,Cloudy,Dry,Suspended,5,Yes,No,Green,40,101,0.07,Not Conducted,Yes,4,2,11,No Seatbelt
Maharashtra,Car,Green,2022,Punjab,41,Female,Heavy Vehicle,5,Clear,Slippery,Valid,4,,No,Yellow,80,60,0.21,Negative,Yes,3,3,0,Wrong Parking
Delhi,Bus,Blue,2013,Maharashtra,23,Male,Heavy Vehicle,7,Clear,Under Construction,Suspended,5,,Yes,Red,50,85,0.27,Positive,Yes,5,5,2,Drunk Driving
Maharashtra,Truck,Yellow,2007,Gujarat,20,Male,Commercial,6,Cloudy,Potholes,Valid,5,No,No,Green,60,47,0.18,Not Conducted,No,2,3,6,Using Mobile Phone
Maharashtra,Bike,Silver,1998,Punjab,66,Female,Commercial,1,Foggy,Wet,Expired,2,No,,Green,40,84,0.39,Positive,Yes,4,6,23,Wrong Parking
Gujarat,Scooter,Green,2012,West Bengal,46,Female,Heavy Vehicle,1,Rainy,Dry,Suspended,5,No,,Yellow,100,108,0.39,Not Conducted,Yes,3,1,12,No Helmet
Punjab,Scooter,Green,1999,Punjab,21,Female,Commercial,1,Foggy,Wet,Expired,5,Yes,,Yellow,80,72,0.42,Negative,No,2,0,23,No Helmet
Maharashtra,Auto Rickshaw,Black,2011,Karnataka,74,Other,Commercial,2,Cloudy,Wet,Suspended,3,No,No,Red,30,32,0.24,Not Conducted,Yes,0,5,11,No Seatbelt
Karnataka,Bike,Grey,1999,Maharashtra,44,Male,Commercial,10,Dust Storm,Under Construction,Expired,1,Yes,,Yellow,60,28,0.36,Not Conducted,Yes,1,3,2,Using Mobile Phone
Delhi,Auto Rickshaw,Black,2019,Uttar Pradesh,67,Female,Two-Wheeler,9,Cloudy,Dry,Valid,5,Yes,No,Red,30,102,0.12,Positive,No,1,1,8,Drunk Driving
Gujarat,Bus,Black,2009,Punjab,27,Other,Learner,2,Cloudy,Wet,Expired,3,Yes,,Red,50,80,0.39,Negative,No,4,1,2,Wrong Parking
Tamil Nadu,Bike,Blue,2003,Delhi,33,Female,Four-Wheeler,5,Rainy,Wet,Suspended,3,No,,Yellow,50,112,0.1,Positive,No,4,0,19,Signal Jumping
Gujarat,Bike,Red,2009,Tamil Nadu,70,Female,Learner,4,Dust Storm,Wet,Valid,5,No,,Red,30,51,0.34,Not Conducted,No,3,1,17,No Helmet
West Bengal,Bus,Green,2023,Punjab,49,Male,Two-Wheeler,2,Clear,Potholes,Suspended,3,Yes,No,Red,80,64,0.14,Positive,Yes,2,2,3,No Seatbelt
Tamil Nadu,Truck,Silver,2003,Maharashtra,24,Male,Two-Wheeler,7,Rainy,Potholes,Expired,2,Yes,No,Green,80,105,0.15,Negative,No,3,5,20,Drunk Driving
Tamil Nadu,Auto Rickshaw,Silver,2020,West Bengal,72,Other,Two-Wheeler,5,Clear,Slippery,Expired,1,,,Green,60,81,0.39,Negative,Yes,0,5,8,Overloading
West Bengal,Auto Rickshaw,Blue,2013,Karnataka,50,Male,Learner,0,Foggy,Wet,Suspended,5,,No,Red,60,52,0.0,Not Conducted,Yes,4,3,10,Signal Jumping
Uttar Pradesh,Bike,Green,2019,Karnataka,61,Male,Four-Wheeler,5,Rainy,Under Construction,Valid,3,No,Yes,Yellow,60,45,0.29,Not Conducted,No,2,3,21,Signal Jumping
Delhi,Auto Rickshaw,Blue,1997,Uttar Pradesh,18,Female,Four-Wheeler,1,Clear,Wet,Suspended,2,,Yes,Green,60,91,0.38,Not Conducted,No,5,3,17,Wrong Parking
Uttar Pradesh,Truck,Silver,2001,Uttar Pradesh,51,Other,Two-Wheeler,3,Dust Storm,Dry,Valid,4,,Yes,Red,100,41,0.32,Not Conducted,No,4,6,15,Signal Jumping
Punjab,Bike,White,2019,Maharashtra,38,Other,Commercial,0,Dust Storm,Dry,Suspended,3,No,Yes,Red,30,43,0.21,Not Conducted,Yes,5,1,8,No Helmet
Karnataka,Bike,Green,2005,Maharashtra,52,Female,Two-Wheeler,0,Clear,Slippery,Suspended,2,,No,Red,40,41,0.45,Not Conducted,Yes,3,4,7,Signal Jumping
Karnataka,Auto Rickshaw,Yellow,1996,Uttar Pradesh,68,Other,Heavy Vehicle,5,Rainy,Potholes,Valid,5,No,Yes,Yellow,40,63,0.4,Positive,Yes,4,5,7,Using Mobile Phone
Karnataka,Car,Blue,2009,West Bengal,52,Other,Four-Wheeler,2,Dust Storm,Slippery,Suspended,4,No,No,Yellow,30,80,0.41,Positive,Yes,4,4,16,Wrong Parking
Maharashtra,Auto Rickshaw,Green,1998,Delhi,18,Female,Two-Wheeler,6,Rainy,Under Construction,Valid,4,Yes,,Yellow,50,102,0.36,Positive,No,5,2,15,Overloading
Maharashtra,Bus,Blue,2022,Uttar Pradesh,43,Other,Two-Wheeler,0,Foggy,Under Construction,Expired,5,Yes,Yes,Yellow,100,58,0.37,Positive,Yes,0,5,21,No Seatbelt
Uttar Pradesh,Car,Yellow,2010,Uttar Pradesh,39,Female,Learner,7,Rainy,Potholes,Suspended,3,,No,Red,50,84,0.29,Negative,No,4,6,7,Signal Jumping
Uttar Pradesh,Bike,Yellow,2000,Tamil Nadu,33,Other,Four-Wheeler,4,Rainy,Under Construction,Expired,3,Yes,Yes,Green,50,119,0.26,Not Conducted,Yes,4,5,10,Drunk Driving
Uttar Pradesh,Auto Rickshaw,Green,2011,Punjab,51,Other,Learner,8,Dust Storm,Under Construction,Expired,3,No,Yes,Red,80,100,0.1,Negative,Yes,3,4,9,No Seatbelt
Gujarat,Bus,Blue,1999,Gujarat,27,Female,Commercial,8,Dust Storm,Dry,Expired,2,,No,Green,30,56,0.29,Not Conducted,No,3,1,9,Drunk Driving
Punjab,Bike,Grey,2010,Delhi,56,Female,Learner,4,Rainy,Potholes,Expired,3,No,,Red,50,44,0.33,Positive,No,0,6,13,Driving Without License
Delhi,Truck,Grey,2018,Karnataka,32,Other,Commercial,6,Cloudy,Dry,Valid,4,No,Yes,Red,60,119,0.41,Positive,Yes,0,2,19,Driving Without License
West Bengal,Truck,Grey,2017,Tamil Nadu,20,Other,Four-Wheeler,10,Cloudy,Wet,Expired,5,No,Yes,Yellow,50,87,0.07,Positive,Yes,2,3,12,Signal Jumping
Uttar Pradesh,Truck,Green,2002,Punjab,37,Other,Learner,5,Rainy,Potholes,Valid,2,No,Yes,Red,40,60,0.39,Negative,Yes,4,5,22,Signal Jumping
Tamil Nadu,Auto Rickshaw,Blue,1996,West Bengal,51,Male,Commercial,7,Clear,Potholes,Expired,2,Yes,No,Yellow,50,104,0.28,Positive,Yes,5,4,9,Overloading
Gujarat,Auto Rickshaw,Black,2013,Karnataka,26,Female,Four-Wheeler,3,Rainy,Slippery,Expired,1,No,No,Red,50,88,0.43,Positive,Yes,2,5,8,Wrong Parking
Tamil Nadu,Auto Rickshaw,Black,2009,West Bengal,48,Female,Four-Wheeler,8,Rainy,Potholes,Suspended,2,No,Yes,Yellow,60,83,0.38,Not Conducted,No,5,4,23,Driving Without License
Karnataka,Bike,Yellow,2012,Uttar Pradesh,55,Male,Commercial,8,Dust Storm,Under Construction,Expired,5,,No,Green,30,92,0.47,Not Conducted,No,0,4,4,Wrong Parking
West Bengal,Auto Rickshaw,Red,2004,Punjab,43,Male,Commercial,10,Rainy,Slippery,Valid,3,,Yes,Yellow,80,86,0.06,Not Conducted,No,0,2,19,Drunk Driving
Uttar Pradesh,Car,Grey,2018,Karnataka,23,Female,Four-Wheeler,10,Dust Storm,Wet,Suspended,3,Yes,No,Red,30,57,0.01,Negative,Yes,0,6,13,No Helmet
Uttar Pradesh,Scooter,Silver,2007,Delhi,58,Other,Four-Wheeler,7,Dust Storm,Under Construction,Suspended,3,Yes,Yes,Yellow,40,101,0.07,Not Conducted,Yes,4,3,20,No Seatbelt
Gujarat,Scooter,Yellow,2006,Delhi,66,Female,Commercial,3,Rainy,Wet,Valid,3,No,No,Red,100,90,0.12,Negative,Yes,5,4,7,No Seatbelt
Maharashtra,Truck,Blue,2023,Punjab,26,Male,Heavy Vehicle,7,Foggy,Under Construction,Suspended,5,No,,Yellow,100,91,0.16,Positive,No,0,4,1,Signal Jumping
Uttar Pradesh,Bike,Black,2000,Karnataka,27,Other,Commercial,10,Cloudy,Under Construction,Suspended,2,,No,Yellow,80,39,0.2,Positive,Yes,5,6,23,No Seatbelt
Punjab,Scooter,Black,2021,Punjab,67,Other,Four-Wheeler,1,Clear,Slippery,Suspended,2,,Yes,Yellow,80,21,0.24,Not Conducted,Yes,2,6,5,Using Mobile Phone
West Bengal,Auto Rickshaw,Grey,1998,Tamil Nadu,74,Other,Heavy Vehicle,5,Cloudy,Dry,Suspended,5,No,,Red,30,118,0.03,Not Conducted,No,1,3,15,Overloading
Karnataka,Scooter,Red,2000,Uttar Pradesh,72,Female,Commercial,7,Foggy,Wet,Suspended,2,No,,Green,50,67,0.21,Not Conducted,Yes,3,2,14,No Seatbelt
Tamil Nadu,Car,Yellow,2018,West Bengal,51,Other,Heavy Vehicle,10,Foggy,Potholes,Expired,4,No,Yes,Red,60,70,0.14,Negative,Yes,3,1,0,Overloading
West Bengal,Scooter,Grey,1997,Gujarat,30,Male,Commercial,4,Foggy,Dry,Suspended,5,Yes,Yes,Green,40,70,0.03,Not Conducted,No,3,0,0,Signal Jumping
Delhi,Auto Rickshaw,Red,2019,Delhi,37,Female,Learner,4,Foggy,Dry,Valid,3,,Yes,Red,60,72,0.25,Negative,No,3,6,8,Overloading
Punjab,Auto Rickshaw,Grey,2000,Karnataka,46,Male,Heavy Vehicle,2,Rainy,Slippery,Valid,2,,,Yellow,40,98,0.06,Positive,No,5,4,10,Wrong Parking
Gujarat,Scooter,Yellow,2014,West Bengal,65,Other,Learner,7,Foggy,Dry,Valid,5,Yes,Yes,Yellow,40,108,0.23,Not Conducted,Yes,3,1,15,Signal Jumping
West Bengal,Scooter,Blue,2017,Tamil Nadu,60,Other,Four-Wheeler,2,Clear,Under Construction,Suspended,5,,No,Red,30,50,0.5,Not Conducted,No,2,0,0,Overloading
Delhi,Auto Rickshaw,Blue,2018,Tamil Nadu,66,Male,Four-Wheeler,7,Cloudy,Slippery,Valid,1,No,No,Green,80,113,0.44,Positive,Yes,1,6,19,Driving Without License
Punjab,Bike,Red,2007,Punjab,71,Male,Commercial,2,Cloudy,Wet,Expired,2,Yes,No,Yellow,100,45,0.32,Not Conducted,Yes,5,2,7,Wrong Parking
Uttar Pradesh,Car,Black,2011,Punjab,57,Male,Heavy Vehicle,0,Foggy,Potholes,Expired,3,Yes,No,Green,80,107,0.31,Positive,Yes,4,2,12,Drunk Driving
Tamil Nadu,Auto Rickshaw,Black,2013,Karnataka,21,Male,Heavy Vehicle,1,Clear,Under Construction,Valid,5,No,No,Green,40,96,0.2,Positive,Yes,1,4,21,Using Mobile Phone
Gujarat,Bus,Green,2000,Tamil Nadu,56,Female,Commercial,1,Clear,Potholes,Expired,1,Yes,,Red,80,24,0.5,Negative,Yes,4,5,6,Overloading
Gujarat,Scooter,Black,2018,Karnataka,34,Female,Two-Wheeler,4,Dust Storm,Slippery,Valid,5,,Yes,Yellow,50,32,0.47,Positive,Yes,3,6,21,Overloading
Punjab,Bike,Red,1997,Gujarat,37,Male,Commercial,10,Rainy,Dry,Valid,4,Yes,,Red,30,110,0.44,Positive,No,2,3,5,Using Mobile Phone
Karnataka,Bike,Silver,2016,Karnataka,41,Female,Two-Wheeler,7,Foggy,Under Construction,Valid,3,Yes,,Green,100,83,0.04,Positive,Yes,3,6,19,Overloading
Karnataka,Bus,Silver,1997,Punjab,60,Female,Two-Wheeler,7,Foggy,Wet,Valid,2,Yes,No,Yellow,50,88,0.11,Positive,No,0,3,4,Drunk Driving
West Bengal,Truck,Grey,2021,Delhi,69,Other,Two-Wheeler,10,Cloudy,Wet,Suspended,3,,No,Red,40,85,0.15,Positive,No,0,0,20,Over-speeding
Karnataka,Bus,Green,2019,Delhi,74,Other,Learner,6,Clear,Dry,Suspended,5,No,,Yellow,30,86,0.49,Positive,No,4,6,0,No Seatbelt
Uttar Pradesh,Car,Yellow,1995,Delhi,75,Male,Two-Wheeler,0,Foggy,Dry,Expired,5,No,Yes,Yellow,60,59,0.19,Positive,No,5,6,16,Driving Without License
Maharashtra,Auto Rickshaw,Grey,1996,Punjab,27,Male,Commercial,2,Clear,Dry,Suspended,5,No,No,Red,100,32,0.01,Positive,Yes,3,5,12,Over-speeding
Punjab,Truck,Blue,2019,Karnataka,24,Male,Heavy Vehicle,5,Foggy,Wet,Expired,3,Yes,,Yellow,80,45,0.19,Not Conducted,No,2,3,5,Wrong Parking
West Bengal,Bike,Yellow,2000,Maharashtra,44,Male,Heavy Vehicle,2,Clear,Wet,Valid,5,,,Yellow,80,23,0.03,Not Conducted,Yes,0,4,19,Wrong Parking
West Bengal,Bike,White,2005,Maharashtra,54,Female,Learner,6,Clear,Slippery,Valid,4,Yes,No,Yellow,40,57,0.17,Negative,No,2,3,20,Wrong Parking
Tamil Nadu,Truck,Yellow,1997,Gujarat,67,Female,Heavy Vehicle,7,Foggy,Dry,Valid,5,Yes,No,Red,60,107,0.01,Negative,Yes,0,6,19,Drunk Driving
West Bengal,Truck,Grey,2015,Tamil Nadu,70,Other,Two-Wheeler,9,Cloudy,Dry,Suspended,3,No,,Green,80,42,0.34,Not Conducted,No,0,6,14,Drunk Driving
Uttar Pradesh,Bus,Red,2004,Gujarat,29,Male,Two-Wheeler,7,Foggy,Slippery,Expired,5,Yes,Yes,Red,80,33,0.42,Positive,Yes,4,3,17,Using Mobile Phone
Karnataka,Scooter,Green,1997,West Bengal,61,Male,Heavy Vehicle,0,Dust Storm,Potholes,Suspended,4,Yes,No,Green,50,45,0.16,Negative,Yes,0,1,6,Over-speeding
Punjab,Truck,Red,2021,Tamil Nadu,34,Female,Heavy Vehicle,5,Dust Storm,Potholes,Valid,2,,,Red,80,111,0.36,Not Conducted,No,3,3,2,No Seatbelt
Karnataka,Scooter,Silver,2015,Delhi,44,Male,Learner,4,Rainy,Potholes,Suspended,1,No,Yes,Red,40,20,0.38,Negative,Yes,0,1,5,Wrong Parking
Punjab,Bus,Red,1996,Karnataka,41,Other,Heavy Vehicle,0,Rainy,Under Construction,Expired,2,,,Yellow,40,23,0.22,Positive,No,0,1,5,Over-speeding
Gujarat,Auto Rickshaw,Red,2002,Gujarat,61,Female,Learner,2,Foggy,Dry,Valid,1,Yes,Yes,Red,60,33,0.0,Positive,No,5,1,5,No Seatbelt
Delhi,Truck,Red,1995,Delhi,71,Female,Commercial,6,Rainy,Under Construction,Valid,5,Yes,,Green,40,120,0.07,Not Conducted,Yes,5,6,23,Over-speeding
Delhi,Truck,Red,2007,West Bengal,22,Male,Heavy Vehicle,9,Dust Storm,Slippery,Suspended,4,Yes,,Yellow,30,99,0.13,Not Conducted,No,5,2,4,Wrong Parking
Gujarat,Bike,Grey,2014,Uttar Pradesh,63,Other,Learner,3,Clear,Under Construction,Valid,1,,,Red,80,98,0.13,Negative,No,0,5,7,No Seatbelt
Karnataka,Bus,Silver,1997,Gujarat,42,Male,Commercial,2,Rainy,Slippery,Expired,5,Yes,No,Yellow,80,94,0.06,Not Conducted,No,3,2,3,No Seatbelt
West Bengal,Car,Green,1999,Maharashtra,59,Other,Two-Wheeler,2,Clear,Potholes,Valid,5,Yes,No,Green,100,106,0.46,Negative,No,2,6,21,Over-speeding
Tamil Nadu,Bike,White,2001,Delhi,51,Female,Two-Wheeler,6,Rainy,Wet,Suspended,3,Yes,No,Red,40,66,0.1,Negative,Yes,1,0,4,No Seatbelt
Punjab,Auto Rickshaw,Black,2001,Karnataka,68,Male,Commercial,3,Foggy,Under Construction,Expired,1,,No,Yellow,30,98,0.0,Not Conducted,No,0,6,13,Signal Jumping
West Bengal,Auto Rickshaw,Green,1996,Punjab,63,Male,Learner,10,Dust Storm,Under Construction,Suspended,4,,,Red,60,65,0.42,Not Conducted,Yes,2,4,20,Using Mobile Phone
West Bengal,Truck,Yellow,2023,Maharashtra,74,Female,Four-Wheeler,5,Clear,Wet,Suspended,2,,,Red,80,50,0.24,Not Conducted,No,1,4,4,No Seatbelt
Gujarat,Bus,Black,2001,Tamil Nadu,69,Other,Commercial,9,Foggy,Slippery,Valid,5,Yes,Yes,Green,100,36,0.49,Not Conducted,No,1,0,20,Overloading
Karnataka,Bus,Red,2016,Gujarat,22,Other,Commercial,3,Cloudy,Slippery,Valid,1,,No,Yellow,30,112,0.3,Not Conducted,Yes,4,5,0,Over-speeding
Gujarat,Bus,Yellow,2010,Tamil Nadu,57,Female,Commercial,0,Dust Storm,Slippery,Suspended,5,,,Red,40,89,0.02,Negative,No,2,2,18,No Seatbelt
West Bengal,Bus,Green,2014,Tamil Nadu,30,Female,Heavy Vehicle,9,Cloudy,Under Construction,Valid,3,Yes,No,Green,60,117,0.28,Not Conducted,No,3,3,19,No Helmet
Maharashtra,Scooter,Grey,2017,Uttar Pradesh,46,Other,Heavy Vehicle,3,Clear,Wet,Suspended,4,Yes,No,Green,30,31,0.37,Negative,No,4,0,0,Overloading
Karnataka,Bike,Yellow,2010,Gujarat,67,Female,Heavy Vehicle,3,Cloudy,Potholes,Expired,5,,,Red,80,58,0.04,Negative,Yes,5,5,7,Drunk Driving
Gujarat,Car,Red,2017,Gujarat,28,Female,Heavy Vehicle,9,Cloudy,Wet,Valid,2,No,,Red,30,45,0.0,Not Conducted,No,1,2,10,Drunk Driving
West Bengal,Car,Red,2000,Maharashtra,34,Female,Four-Wheeler,10,Rainy,Slippery,Expired,3,No,No,Green,80,80,0.37,Positive,Yes,4,1,20,Overloading
Maharashtra,Bike,Yellow,2001,West Bengal,44,Female,Four-Wheeler,0,Dust Storm,Dry,Expired,4,Yes,Yes,Red,50,105,0.01,Negative,No,5,0,6,Signal Jumping
West Bengal,Auto Rickshaw,Black,2013,Gujarat,60,Female,Heavy Vehicle,10,Clear,Potholes,Suspended,5,Yes,Yes,Red,100,76,0.49,Negative,Yes,0,0,22,Wrong Parking
Karnataka,Truck,Grey,2017,Gujarat,44,Male,Four-Wheeler,7,Clear,Potholes,Valid,1,Yes,No,Red,60,80,0.5,Positive,No,3,4,14,No Helmet
Maharashtra,Auto Rickshaw,Yellow,2014,Uttar Pradesh,50,Other,Heavy Vehicle,10,Dust Storm,Dry,Valid,4,,No,Yellow,40,53,0.4,Positive,No,4,3,10,Drunk Driving
Delhi,Bus,White,2006,Punjab,21,Other,Four-Wheeler,3,Clear,Slippery,Expired,4,,,Yellow,100,25,0.41,Negative,No,0,3,9,Drunk Driving
Karnataka,Bike,Red,2022,Punjab,41,Female,Commercial,4,Rainy,Dry,Expired,2,No,,Red,50,115,0.4,Not Conducted,No,2,4,6,No Seatbelt
Punjab,Auto Rickshaw,Green,1996,Maharashtra,42,Female,Four-Wheeler,9,Dust Storm,Under Construction,Expired,3,Yes,,Red,30,87,0.1,Negative,Yes,2,3,12,Signal Jumping
West Bengal,Car,Grey,2012,Karnataka,70,Other,Learner,0,Foggy,Dry,Expired,3,No,Yes,Green,40,43,0.23,Positive,Yes,1,3,6,Driving Without License
Punjab,Car,Red,2013,Gujarat,67,Other,Commercial,3,Cloudy,Dry,Suspended,5,Yes,,Red,100,84,0.23,Positive,No,2,5,17,Wrong Parking
Delhi,Truck,Grey,2014,Gujarat,74,Male,Four-Wheeler,9,Cloudy,Potholes,Expired,2,No,No,Green,60,74,0.33,Negative,Yes,3,3,0,Driving Without License
Delhi,Car,Green,2001,Punjab,64,Female,Two-Wheeler,0,Dust Storm,Wet,Expired,5,No,,Yellow,60,104,0.29,Not Conducted,No,1,1,19,Over-speeding
Tamil Nadu,Car,Silver,2018,Tamil Nadu,33,Male,Commercial,1,Foggy,Under Construction,Valid,5,No,No,Yellow,60,114,0.07,Not Conducted,No,4,0,8,No Seatbelt
Delhi,Truck,White,2022,Delhi,44,Other,Learner,10,Cloudy,Dry,Expired,1,,No,Green,100,46,0.17,Not Conducted,Yes,1,2,10,Driving Without License
Uttar Pradesh,Truck,Silver,2021,Uttar Pradesh,65,Male,Heavy Vehicle,9,Rainy,Potholes,Valid,2,No,No,Green,60,34,0.08,Negative,No,5,0,14,Over-speeding
Maharashtra,Auto Rickshaw,Black,2016,Delhi,60,Male,Two-Wheeler,8,Dust Storm,Dry,Expired,5,No,Yes,Yellow,100,53,0.14,Negative,No,3,5,18,Using Mobile Phone
Gujarat,Bus,Green,2001,West Bengal,47,Female,Heavy Vehicle,5,Dust Storm,Under Construction,Valid,1,,Yes,Red,100,74,0.25,Not Conducted,No,2,2,21,Drunk Driving
Punjab,Truck,White,2015,Karnataka,55,Other,Two-Wheeler,5,Dust Storm,Slippery,Expired,3,,No,Green,50,59,0.19,Not Conducted,Yes,4,0,10,Over-speeding
